date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-09-07,ORD-105347,North America,United States,M. Dubois,Enterprise SSO,Add-on,151,46.5,6670.42,5,50.1,"Vandelay GmbH",Mid-Market,Partner,refunded
2024-12-03,ORD-105348,North America,Mexico,L. Rossi,Volume Credits,Usage,175,199.67,27953.8,20,45.8,"Globex Co",Mid-Market,Marketplace,paid
2024-07-04,ORD-105349,LATAM,Chile,J. Müller,Volume Credits,Usage,213,28.87,6149.31,0,41.0,"Hooli Inc",Mid-Market,Self-Serve,paid
2024-12-13,ORD-105350,EMEA,United Kingdom,R. Okafor,Consensus Add-on,Add-on,48,31.36,1204.22,20,66.6,"Globex GmbH",Startup,Marketplace,paid
2024-06-13,ORD-105351,APAC,South Korea,L. Rossi,Retab Split,Platform,2,30.06,54.11,10,71.3,"Initech GmbH",Enterprise,Direct,paid
2024-02-19,ORD-105352,APAC,Singapore,E. Santos,Priority Support,Services,64,2481.37,158807.68,0,47.6,"Soylent Co",Mid-Market,Partner,refunded
2024-04-24,ORD-105353,EMEA,South Africa,P. Novak,Retab Classify,Platform,183,217.9,29906.78,25,74.9,"Massive Ltd",Enterprise,Partner,paid
2024-03-16,ORD-105354,APAC,Japan,M. Dubois,Volume Credits,Usage,16,27.21,370.06,15,60.0,"Globex Co",Startup,Self-Serve,paid
2024-06-28,ORD-105355,EMEA,France,R. Okafor,Enterprise SSO,Add-on,148,474.02,70154.96,0,76.5,"Soylent SA",Mid-Market,Direct,paid
2024-07-25,ORD-105356,North America,Mexico,H. Kim,Enterprise SSO,Add-on,246,27.89,6860.94,0,42.6,"Initech Inc",Mid-Market,Marketplace,paid
2024-01-26,ORD-105357,North America,Canada,P. Novak,Retab Extract,Platform,13,1056.42,10986.77,20,58.8,"Stark Co",Strategic,Marketplace,pending
2024-01-13,ORD-105358,EMEA,France,F. Haddad,Audit Logs,Add-on,201,45.13,8617.57,5,69.8,"Umbra Co",Enterprise,Partner,paid
2024-07-04,ORD-105359,LATAM,Chile,E. Santos,Audit Logs,Add-on,8,483.19,3478.97,10,81.4,"Wayne Inc",Strategic,Direct,paid
2024-06-20,ORD-105360,LATAM,Chile,P. Novak,Enterprise SSO,Add-on,148,974.29,136985.17,5,44.7,"Hooli SA",Strategic,Partner,paid
2024-09-30,ORD-105361,North America,Canada,S. Patel,Enterprise SSO,Add-on,153,491.06,71375.57,5,68.9,"Initech SA",Enterprise,Partner,paid
2024-11-02,ORD-105362,EMEA,Spain,M. Dubois,Retab Split,Platform,5,2390.44,11952.2,0,49.1,"Globex GmbH",Startup,Marketplace,paid
2024-10-03,ORD-105363,North America,United States,H. Kim,Retab Extract,Platform,169,530.94,67296.65,25,48.5,"Umbra Co",Mid-Market,Self-Serve,paid
2024-02-20,ORD-105364,APAC,Australia,A. Chen,Priority Support,Services,143,2541.71,290771.62,20,71.8,"Umbra Ltd",Mid-Market,Direct,paid
2024-10-18,ORD-105365,LATAM,Argentina,A. Chen,Enterprise SSO,Add-on,27,526.36,12079.96,15,66.4,"Soylent GmbH",Strategic,Partner,paid
2024-04-27,ORD-105366,North America,Mexico,J. Müller,Retab Parse,Platform,234,2589.76,515103.26,15,65.6,"Umbra GmbH",Strategic,Marketplace,paid
2024-12-16,ORD-105367,LATAM,Brazil,H. Kim,Retab Extract,Platform,85,1037.55,79372.57,10,78.7,"Initech Co",Strategic,Direct,pending
2024-07-07,ORD-105368,APAC,Singapore,K. Nakamura,Volume Credits,Usage,225,1060.67,238650.75,0,39.5,"Acme Co",Mid-Market,Marketplace,pending
2024-09-25,ORD-105369,North America,Mexico,R. Okafor,Audit Logs,Add-on,111,93.47,9856.41,5,75.0,"Initech Inc",Strategic,Marketplace,paid
2024-08-19,ORD-105370,North America,United States,H. Kim,Audit Logs,Add-on,69,1094.88,75546.72,0,77.2,"Vandelay LLC",Startup,Direct,paid
2024-12-25,ORD-105371,LATAM,Brazil,D. Walsh,Volume Credits,Usage,50,195.02,9751.0,0,80.8,"Stark Co",Mid-Market,Marketplace,paid
2024-05-12,ORD-105372,APAC,Singapore,E. Santos,Retab Parse,Platform,212,507.13,86009.25,20,58.7,"Vandelay Inc",Startup,Marketplace,paid
2024-04-29,ORD-105373,EMEA,France,E. Santos,Retab Split,Platform,112,968.49,92200.25,15,52.6,"Wayne GmbH",Strategic,Direct,paid
2024-03-24,ORD-105374,North America,United States,N. Costa,Priority Support,Services,108,2409.36,221179.25,15,53.2,"Umbra Inc",Enterprise,Direct,paid
2024-05-22,ORD-105375,EMEA,UAE,K. Nakamura,Audit Logs,Add-on,53,494.87,19671.08,25,75.8,"Wayne Co",Mid-Market,Partner,paid
2024-11-13,ORD-105376,EMEA,France,P. Novak,Retab Split,Platform,50,479.01,23950.5,0,48.9,"Initech Ltd",Startup,Direct,refunded
2024-08-29,ORD-105377,North America,United States,J. Müller,Onboarding,Services,52,200.0,10400.0,0,68.3,"Globex Ltd",Mid-Market,Partner,pending
2024-12-16,ORD-105378,APAC,India,F. Haddad,Retab Classify,Platform,71,965.67,51421.93,25,68.6,"Globex LLC",Enterprise,Direct,paid
2024-09-16,ORD-105379,APAC,Japan,R. Okafor,Priority Support,Services,142,495.4,70346.8,0,49.1,"Massive Co",Mid-Market,Direct,pending
2024-11-29,ORD-105380,LATAM,Argentina,P. Novak,Retab Split,Platform,60,937.48,56248.8,0,62.9,"Vandelay Inc",Strategic,Partner,paid
2024-05-06,ORD-105381,APAC,India,P. Novak,Retab Parse,Platform,173,108.25,17790.89,5,79.5,"Soylent Co",Mid-Market,Partner,paid
2024-04-17,ORD-105382,LATAM,Colombia,P. Novak,Retab Classify,Platform,172,945.01,162541.72,0,52.4,"Soylent LLC",Enterprise,Direct,paid
2024-09-21,ORD-105383,North America,Canada,M. Dubois,Audit Logs,Add-on,86,28.13,1935.34,20,59.5,"Stark GmbH",Mid-Market,Marketplace,paid
2024-01-27,ORD-105384,North America,Canada,L. Rossi,Retab Classify,Platform,101,98.27,8932.74,10,73.4,"Wayne Inc",Mid-Market,Direct,paid
2024-12-08,ORD-105385,North America,Mexico,H. Kim,Retab Split,Platform,159,106.99,15310.27,10,57.5,"Umbra LLC",Strategic,Marketplace,pending
2024-10-20,ORD-105386,EMEA,Italy,E. Santos,Retab Parse,Platform,239,104.54,24985.06,0,43.0,"Acme LLC",Strategic,Direct,paid
2024-10-30,ORD-105387,North America,Mexico,P. Novak,Retab Extract,Platform,189,202.77,28742.65,25,38.9,"Vandelay SA",Strategic,Partner,paid
2024-01-11,ORD-105388,North America,Mexico,K. Nakamura,Retab Split,Platform,125,913.01,108419.94,5,79.9,"Initech LLC",Enterprise,Marketplace,pending
2024-05-24,ORD-105389,North America,Mexico,J. Müller,Retab Parse,Platform,64,45.36,2903.04,0,43.1,"Soylent Ltd",Startup,Marketplace,paid
2024-01-16,ORD-105390,LATAM,Brazil,D. Walsh,Audit Logs,Add-on,204,90.68,15723.91,15,81.3,"Wayne LLC",Enterprise,Direct,paid
2024-10-12,ORD-105391,APAC,South Korea,R. Okafor,Consensus Add-on,Add-on,90,1058.01,76176.72,20,62.9,"Soylent Co",Startup,Self-Serve,paid
2024-06-07,ORD-105392,North America,Canada,H. Kim,Retab Classify,Platform,76,212.6,16157.6,0,77.5,"Umbra Inc",Startup,Direct,paid
2024-11-14,ORD-105393,EMEA,France,H. Kim,Priority Support,Services,104,90.52,8943.38,5,63.9,"Acme SA",Mid-Market,Marketplace,paid
2024-06-02,ORD-105394,APAC,Australia,H. Kim,Retab Classify,Platform,158,184.35,29127.3,0,57.4,"Soylent Inc",Mid-Market,Marketplace,paid
2024-06-11,ORD-105395,EMEA,South Africa,D. Walsh,Retab Split,Platform,116,48.82,5663.12,0,70.1,"Stark LLC",Strategic,Direct,paid
2024-02-26,ORD-105396,LATAM,Brazil,R. Okafor,Retab Classify,Platform,194,532.36,87786.16,15,61.1,"Wayne Ltd",Startup,Self-Serve,paid
2024-06-01,ORD-105397,APAC,Japan,D. Walsh,Retab Classify,Platform,81,216.5,16659.67,5,54.1,"Initech Inc",Startup,Partner,refunded
2024-11-18,ORD-105398,APAC,Singapore,E. Santos,Audit Logs,Add-on,203,182.75,33388.43,10,51.1,"Acme GmbH",Strategic,Self-Serve,paid
2024-02-12,ORD-105399,APAC,Australia,J. Müller,Retab Split,Platform,125,1090.51,136313.75,0,42.8,"Wayne GmbH",Enterprise,Self-Serve,paid
2024-07-26,ORD-105400,APAC,Australia,J. Müller,Retab Parse,Platform,46,1088.11,50053.06,0,39.1,"Soylent Co",Enterprise,Partner,paid
2024-03-21,ORD-105401,North America,Canada,F. Haddad,Retab Split,Platform,214,29.82,6381.48,0,44.5,"Hooli SA",Startup,Self-Serve,paid
2024-09-24,ORD-105402,APAC,South Korea,T. Andersson,Priority Support,Services,13,27.27,265.88,25,44.1,"Vandelay Inc",Mid-Market,Partner,refunded
2024-01-28,ORD-105403,North America,Mexico,S. Patel,Priority Support,Services,230,1036.82,178851.45,25,52.2,"Globex Ltd",Mid-Market,Marketplace,pending
2024-06-01,ORD-105404,APAC,Singapore,P. Novak,Consensus Add-on,Add-on,57,26.21,1493.97,0,70.5,"Initech Inc",Strategic,Marketplace,refunded
2024-06-23,ORD-105405,EMEA,UAE,A. Chen,Priority Support,Services,127,29.83,2841.31,25,77.2,"Stark LLC",Mid-Market,Marketplace,pending
2024-10-22,ORD-105406,LATAM,Argentina,M. Dubois,Consensus Add-on,Add-on,143,45.81,5895.75,10,60.9,"Wayne GmbH",Strategic,Direct,paid
2024-08-17,ORD-105407,APAC,Japan,H. Kim,Retab Extract,Platform,120,192.96,17366.4,25,75.2,"Acme LLC",Startup,Marketplace,refunded
2024-12-21,ORD-105408,North America,Canada,J. Müller,Volume Credits,Usage,49,196.15,9611.35,0,67.5,"Massive Co",Startup,Direct,paid
2024-01-14,ORD-105409,North America,United States,A. Chen,Audit Logs,Add-on,6,2514.04,15084.24,0,68.9,"Wayne Co",Enterprise,Marketplace,paid
2024-06-22,ORD-105410,APAC,India,M. Dubois,Consensus Add-on,Add-on,230,29.34,5735.97,15,76.9,"Umbra SA",Startup,Partner,paid
2024-06-06,ORD-105411,North America,Mexico,N. Costa,Retab Parse,Platform,134,958.73,128469.82,0,63.8,"Stark Inc",Enterprise,Marketplace,paid
2024-01-29,ORD-105412,LATAM,Argentina,D. Walsh,Enterprise SSO,Add-on,79,45.46,3591.34,0,54.1,"Stark LLC",Enterprise,Partner,pending
2024-12-30,ORD-105413,LATAM,Colombia,E. Santos,Enterprise SSO,Add-on,37,969.13,34064.92,5,60.3,"Vandelay GmbH",Enterprise,Partner,refunded
2024-03-28,ORD-105414,APAC,India,N. Costa,Volume Credits,Usage,91,93.81,8109.87,5,53.9,"Stark GmbH",Enterprise,Direct,paid
2024-10-21,ORD-105415,North America,Canada,D. Walsh,Consensus Add-on,Add-on,224,94.02,15795.36,25,63.0,"Acme LLC",Mid-Market,Partner,paid
2024-03-14,ORD-105416,EMEA,UAE,T. Andersson,Volume Credits,Usage,229,900.75,195958.16,5,44.9,"Initech Ltd",Strategic,Direct,refunded
2024-04-02,ORD-105417,LATAM,Brazil,D. Walsh,Retab Parse,Platform,163,91.85,11977.24,20,75.3,"Globex Inc",Enterprise,Direct,paid
2024-07-16,ORD-105418,LATAM,Colombia,H. Kim,Volume Credits,Usage,87,52.86,4368.88,5,62.2,"Umbra Co",Strategic,Marketplace,paid
2024-07-25,ORD-105419,APAC,Australia,N. Costa,Retab Extract,Platform,114,482.5,41253.75,25,45.1,"Initech Ltd",Startup,Self-Serve,refunded
2024-12-22,ORD-105420,EMEA,Spain,S. Patel,Audit Logs,Add-on,23,217.54,4503.08,10,80.0,"Initech Co",Startup,Marketplace,pending
2024-02-15,ORD-105421,North America,Mexico,M. Dubois,Retab Parse,Platform,147,459.48,50657.67,25,51.2,"Vandelay Co",Strategic,Self-Serve,refunded
2024-04-11,ORD-105422,LATAM,Brazil,D. Walsh,Retab Parse,Platform,65,31.42,2042.3,0,70.3,"Umbra SA",Mid-Market,Marketplace,paid
2024-02-10,ORD-105423,North America,Canada,S. Patel,Audit Logs,Add-on,33,197.87,6529.71,0,48.7,"Soylent Ltd",Startup,Partner,refunded
2024-12-04,ORD-105424,LATAM,Chile,T. Andersson,Audit Logs,Add-on,6,2371.0,12092.1,15,57.8,"Stark Ltd",Strategic,Partner,pending
2024-11-29,ORD-105425,EMEA,United Kingdom,A. Chen,Audit Logs,Add-on,8,26.33,210.64,0,61.9,"Vandelay GmbH",Enterprise,Marketplace,paid
2024-05-26,ORD-105426,LATAM,Brazil,L. Rossi,Retab Classify,Platform,230,457.67,78948.08,25,42.3,"Hooli SA",Startup,Marketplace,pending
2024-04-03,ORD-105427,EMEA,Germany,A. Chen,Enterprise SSO,Add-on,95,46.4,3306.0,25,48.9,"Initech LLC",Enterprise,Marketplace,paid
2024-03-18,ORD-105428,North America,Mexico,K. Nakamura,Volume Credits,Usage,43,215.51,8803.58,5,43.4,"Soylent Co",Enterprise,Partner,refunded
2024-11-29,ORD-105429,North America,Mexico,L. Rossi,Onboarding,Services,37,93.49,2940.26,15,78.8,"Umbra Ltd",Strategic,Self-Serve,paid
2024-03-09,ORD-105430,APAC,Australia,D. Walsh,Consensus Add-on,Add-on,150,29.52,4206.6,5,73.1,"Initech SA",Mid-Market,Marketplace,paid
2024-06-06,ORD-105431,APAC,India,H. Kim,Enterprise SSO,Add-on,54,27.56,1488.24,0,75.3,"Hooli GmbH",Strategic,Direct,paid
2024-10-31,ORD-105432,EMEA,UAE,D. Walsh,Volume Credits,Usage,126,2686.95,270844.56,20,81.5,"Vandelay Co",Strategic,Marketplace,refunded
2024-10-02,ORD-105433,North America,Canada,R. Okafor,Retab Classify,Platform,80,102.9,6174.0,25,74.6,"Acme SA",Strategic,Direct,paid
2024-06-29,ORD-105434,APAC,Japan,H. Kim,Retab Split,Platform,110,98.53,10838.3,0,46.9,"Hooli SA",Enterprise,Partner,paid
2024-03-18,ORD-105435,North America,Canada,R. Okafor,Onboarding,Services,92,201.93,14862.05,20,71.3,"Vandelay Ltd",Mid-Market,Self-Serve,paid
2024-05-31,ORD-105436,APAC,Singapore,J. Müller,Volume Credits,Usage,214,975.05,208660.7,0,48.2,"Massive SA",Mid-Market,Marketplace,pending
2024-08-06,ORD-105437,North America,United States,F. Haddad,Retab Parse,Platform,215,108.08,17427.9,25,59.9,"Stark SA",Enterprise,Direct,paid
2024-11-13,ORD-105438,APAC,Japan,R. Okafor,Onboarding,Services,202,1018.64,174900.49,15,74.5,"Massive Co",Startup,Self-Serve,refunded
2024-07-10,ORD-105439,LATAM,Chile,L. Rossi,Retab Split,Platform,158,2319.45,366473.1,0,65.7,"Stark LLC",Startup,Self-Serve,paid
2024-09-03,ORD-105440,LATAM,Argentina,J. Müller,Retab Classify,Platform,143,49.81,7122.83,0,44.6,"Wayne Ltd",Mid-Market,Marketplace,paid
2024-12-12,ORD-105441,North America,Canada,T. Andersson,Retab Extract,Platform,59,103.82,6125.38,0,46.5,"Massive SA",Enterprise,Direct,paid
2024-02-06,ORD-105442,EMEA,United Kingdom,F. Haddad,Retab Extract,Platform,19,2539.9,38606.48,20,59.7,"Wayne LLC",Strategic,Self-Serve,paid
2024-12-12,ORD-105443,EMEA,Spain,L. Rossi,Consensus Add-on,Add-on,238,195.64,46562.32,0,52.7,"Soylent Co",Strategic,Partner,pending
2024-06-04,ORD-105444,North America,United States,L. Rossi,Enterprise SSO,Add-on,29,30.9,761.68,15,75.3,"Globex LLC",Startup,Marketplace,paid
2024-07-30,ORD-105445,LATAM,Colombia,T. Andersson,Retab Extract,Platform,158,487.91,61671.82,20,50.7,"Umbra LLC",Mid-Market,Marketplace,paid
2024-04-14,ORD-105446,North America,United States,A. Chen,Volume Credits,Usage,211,1064.36,168434.97,25,55.6,"Umbra Inc",Strategic,Marketplace,paid
2024-04-07,ORD-105447,APAC,Australia,E. Santos,Retab Classify,Platform,148,189.6,25254.72,10,77.8,"Globex LLC",Enterprise,Marketplace,pending
2024-10-01,ORD-105448,North America,United States,M. Dubois,Volume Credits,Usage,193,44.66,8188.41,5,52.6,"Vandelay Inc",Startup,Marketplace,paid
2024-06-23,ORD-105449,APAC,Singapore,A. Chen,Volume Credits,Usage,223,910.35,182707.25,10,58.9,"Soylent SA",Startup,Partner,refunded
2024-09-22,ORD-105450,North America,Mexico,R. Okafor,Volume Credits,Usage,9,46.79,421.11,0,55.2,"Soylent SA",Startup,Direct,paid
2024-09-28,ORD-105451,EMEA,United Kingdom,A. Chen,Retab Extract,Platform,96,47.46,4556.16,0,76.1,"Wayne Ltd",Startup,Self-Serve,paid
2024-01-20,ORD-105452,LATAM,Argentina,F. Haddad,Enterprise SSO,Add-on,244,1059.04,258405.76,0,64.4,"Stark LLC",Enterprise,Direct,pending
2024-05-13,ORD-105453,APAC,Singapore,M. Dubois,Consensus Add-on,Add-on,100,451.99,38419.15,15,59.8,"Initech LLC",Startup,Partner,pending
2024-06-14,ORD-105454,LATAM,Colombia,N. Costa,Enterprise SSO,Add-on,228,92.99,20141.63,5,46.3,"Stark LLC",Enterprise,Direct,pending
2024-06-26,ORD-105455,North America,Canada,D. Walsh,Enterprise SSO,Add-on,103,45.07,4642.21,0,58.4,"Stark Ltd",Enterprise,Marketplace,pending
2024-08-28,ORD-105456,LATAM,Colombia,N. Costa,Retab Classify,Platform,120,1018.29,103865.58,15,54.9,"Soylent Inc",Enterprise,Marketplace,paid
2024-06-27,ORD-105457,EMEA,United Kingdom,N. Costa,Onboarding,Services,219,53.76,10596.1,10,61.1,"Soylent SA",Enterprise,Direct,paid
2024-01-27,ORD-105458,APAC,Japan,R. Okafor,Retab Extract,Platform,130,104.94,13642.2,0,67.1,"Stark GmbH",Startup,Partner,paid
2024-01-26,ORD-105459,APAC,South Korea,A. Chen,Retab Classify,Platform,83,532.8,37589.04,15,66.0,"Soylent Ltd",Mid-Market,Self-Serve,paid
2024-07-11,ORD-105460,EMEA,UAE,N. Costa,Volume Credits,Usage,63,1081.83,68155.29,0,57.4,"Acme SA",Strategic,Direct,paid
2024-03-15,ORD-105461,APAC,Japan,P. Novak,Audit Logs,Add-on,21,2584.04,54264.84,0,76.3,"Globex Inc",Startup,Self-Serve,paid
2024-12-25,ORD-105462,North America,Canada,E. Santos,Audit Logs,Add-on,157,51.2,7636.48,5,44.1,"Umbra SA",Mid-Market,Marketplace,refunded
2024-06-23,ORD-105463,APAC,Japan,D. Walsh,Retab Extract,Platform,193,548.04,79328.79,25,47.4,"Globex Inc",Mid-Market,Direct,refunded
2024-03-13,ORD-105464,LATAM,Argentina,P. Novak,Retab Split,Platform,30,188.73,5661.9,0,59.5,"Globex Ltd",Mid-Market,Partner,refunded
2024-08-18,ORD-105465,EMEA,Germany,L. Rossi,Consensus Add-on,Add-on,233,2256.97,446992.91,15,61.7,"Umbra GmbH",Strategic,Partner,paid
2024-03-12,ORD-105466,LATAM,Colombia,P. Novak,Retab Split,Platform,66,49.8,2629.44,20,81.0,"Stark LLC",Startup,Marketplace,paid
2024-03-08,ORD-105467,LATAM,Colombia,A. Chen,Retab Classify,Platform,54,541.58,29245.32,0,45.7,"Soylent Inc",Mid-Market,Partner,refunded
2024-08-29,ORD-105468,North America,Mexico,H. Kim,Onboarding,Services,6,529.46,3017.92,5,41.1,"Globex SA",Mid-Market,Partner,paid
2024-02-27,ORD-105469,EMEA,Germany,H. Kim,Audit Logs,Add-on,56,49.46,2492.78,10,53.1,"Hooli Co",Strategic,Self-Serve,paid
2024-12-18,ORD-105470,APAC,Australia,E. Santos,Retab Classify,Platform,198,517.09,76787.87,25,44.6,"Acme SA",Startup,Partner,paid
2024-03-09,ORD-105471,EMEA,Spain,L. Rossi,Retab Parse,Platform,149,31.23,4653.27,0,48.6,"Stark GmbH",Mid-Market,Direct,refunded
2024-02-12,ORD-105472,APAC,Australia,A. Chen,Retab Classify,Platform,148,100.2,14088.12,5,68.5,"Stark GmbH",Startup,Direct,paid
2024-09-27,ORD-105473,North America,Mexico,P. Novak,Consensus Add-on,Add-on,167,2515.63,399104.7,5,66.0,"Hooli GmbH",Startup,Partner,refunded
2024-01-27,ORD-105474,North America,Canada,J. Müller,Volume Credits,Usage,238,2536.65,603722.7,0,66.7,"Umbra GmbH",Startup,Marketplace,refunded
2024-01-15,ORD-105475,LATAM,Chile,J. Müller,Onboarding,Services,17,45.2,576.3,25,75.0,"Wayne LLC",Strategic,Partner,paid
2024-06-04,ORD-105476,North America,Canada,S. Patel,Enterprise SSO,Add-on,140,986.97,138175.8,0,59.2,"Vandelay Co",Strategic,Marketplace,pending
2024-10-31,ORD-105477,LATAM,Brazil,D. Walsh,Volume Credits,Usage,54,2613.29,141117.66,0,42.5,"Acme Co",Mid-Market,Direct,paid
2024-11-05,ORD-105478,EMEA,South Africa,H. Kim,Retab Classify,Platform,185,202.04,31770.79,15,48.8,"Hooli LLC",Startup,Self-Serve,paid
2024-07-26,ORD-105479,North America,Canada,K. Nakamura,Retab Classify,Platform,234,105.17,24609.78,0,55.4,"Vandelay SA",Mid-Market,Direct,paid
2024-05-04,ORD-105480,North America,United States,K. Nakamura,Onboarding,Services,31,30.82,859.88,10,65.6,"Acme Co",Startup,Direct,paid
2024-02-19,ORD-105481,APAC,Japan,M. Dubois,Retab Parse,Platform,160,2647.22,317666.4,25,45.5,"Hooli SA",Strategic,Direct,paid
2024-08-21,ORD-105482,APAC,Australia,F. Haddad,Retab Parse,Platform,93,473.51,37430.97,15,74.8,"Globex GmbH",Strategic,Partner,paid
2024-10-23,ORD-105483,LATAM,Chile,P. Novak,Retab Split,Platform,65,2480.68,145119.78,10,44.6,"Vandelay Ltd",Startup,Self-Serve,pending
2024-09-08,ORD-105484,APAC,Singapore,S. Patel,Priority Support,Services,23,502.26,9241.58,20,68.0,"Vandelay SA",Startup,Marketplace,paid
2024-04-14,ORD-105485,EMEA,UAE,T. Andersson,Enterprise SSO,Add-on,170,500.14,76521.42,10,67.5,"Massive SA",Enterprise,Direct,refunded
2024-09-09,ORD-105486,EMEA,Spain,H. Kim,Retab Classify,Platform,178,970.28,172709.84,0,76.6,"Soylent Inc",Mid-Market,Partner,paid
2024-06-08,ORD-105487,EMEA,UAE,D. Walsh,Retab Parse,Platform,170,47.52,8078.4,0,38.5,"Initech Ltd",Startup,Self-Serve,paid
2024-12-09,ORD-105488,LATAM,Brazil,H. Kim,Enterprise SSO,Add-on,123,466.39,48761.07,15,48.4,"Stark SA",Startup,Marketplace,refunded
2024-09-15,ORD-105489,APAC,Japan,T. Andersson,Onboarding,Services,19,181.78,3453.82,0,66.6,"Globex SA",Startup,Marketplace,refunded
2024-04-04,ORD-105490,LATAM,Colombia,T. Andersson,Onboarding,Services,157,496.65,77974.05,0,45.0,"Umbra LLC",Enterprise,Self-Serve,paid
2024-07-23,ORD-105491,North America,United States,E. Santos,Volume Credits,Usage,146,1050.6,130379.46,15,51.3,"Vandelay Co",Startup,Direct,paid
2024-01-06,ORD-105492,APAC,South Korea,R. Okafor,Consensus Add-on,Add-on,165,960.92,158551.8,0,54.0,"Umbra SA",Enterprise,Self-Serve,paid
2024-12-17,ORD-105493,EMEA,United Kingdom,L. Rossi,Retab Classify,Platform,39,30.96,1207.44,0,68.8,"Wayne Inc",Startup,Self-Serve,paid
2024-02-25,ORD-105494,North America,United States,J. Müller,Volume Credits,Usage,33,181.56,4793.18,20,60.5,"Vandelay Inc",Enterprise,Direct,refunded
2024-08-05,ORD-105495,APAC,Japan,N. Costa,Retab Parse,Platform,87,525.41,41139.6,10,80.1,"Vandelay Inc",Mid-Market,Partner,paid
2024-03-12,ORD-105496,APAC,Australia,D. Walsh,Enterprise SSO,Add-on,159,456.62,58082.06,20,79.4,"Stark GmbH",Strategic,Partner,refunded
2024-05-18,ORD-105497,EMEA,South Africa,P. Novak,Retab Split,Platform,81,2549.51,154882.73,25,51.2,"Soylent GmbH",Startup,Partner,paid
2024-09-12,ORD-105498,APAC,South Korea,T. Andersson,Audit Logs,Add-on,198,46.29,7790.61,15,72.6,"Initech LLC",Startup,Marketplace,paid
2024-07-22,ORD-105499,APAC,Singapore,H. Kim,Volume Credits,Usage,197,97.66,19239.02,0,71.0,"Initech GmbH",Strategic,Marketplace,pending
2024-01-17,ORD-105500,LATAM,Argentina,R. Okafor,Priority Support,Services,121,1013.1,104197.34,15,75.1,"Globex LLC",Enterprise,Self-Serve,paid
2024-04-06,ORD-105501,LATAM,Colombia,P. Novak,Onboarding,Services,245,45.12,8843.52,20,73.9,"Stark LLC",Enterprise,Self-Serve,paid
2024-08-26,ORD-105502,EMEA,South Africa,T. Andersson,Volume Credits,Usage,35,96.12,2523.15,25,55.2,"Massive Ltd",Strategic,Self-Serve,paid
2024-02-23,ORD-105503,APAC,South Korea,P. Novak,Audit Logs,Add-on,220,50.71,10598.39,5,55.5,"Umbra Ltd",Strategic,Direct,paid
2024-06-08,ORD-105504,APAC,Singapore,L. Rossi,Retab Extract,Platform,94,1046.98,73812.09,25,59.8,"Globex Ltd",Enterprise,Self-Serve,pending
2024-07-05,ORD-105505,LATAM,Brazil,T. Andersson,Consensus Add-on,Add-on,10,538.23,4036.73,25,58.0,"Hooli Inc",Enterprise,Direct,paid
2024-07-13,ORD-105506,APAC,Japan,M. Dubois,Priority Support,Services,218,53.54,11671.72,0,81.1,"Umbra LLC",Strategic,Marketplace,pending
2024-12-24,ORD-105507,LATAM,Argentina,F. Haddad,Retab Parse,Platform,84,2476.46,208022.64,0,60.4,"Hooli GmbH",Mid-Market,Partner,refunded
2024-08-10,ORD-105508,North America,Canada,N. Costa,Audit Logs,Add-on,20,218.15,3926.7,10,63.2,"Umbra Co",Enterprise,Self-Serve,refunded
2024-03-24,ORD-105509,EMEA,Spain,A. Chen,Audit Logs,Add-on,204,29.1,5936.4,0,53.6,"Hooli SA",Startup,Marketplace,pending
2024-09-27,ORD-105510,LATAM,Argentina,N. Costa,Retab Parse,Platform,161,52.05,6704.04,20,66.7,"Acme GmbH",Strategic,Partner,paid
2024-07-19,ORD-105511,APAC,Japan,D. Walsh,Audit Logs,Add-on,116,184.94,21453.04,0,57.5,"Initech Co",Mid-Market,Marketplace,paid
2024-03-03,ORD-105512,North America,Mexico,E. Santos,Audit Logs,Add-on,104,2522.01,262289.04,0,54.4,"Hooli Inc",Strategic,Self-Serve,pending
2024-09-28,ORD-105513,North America,Canada,E. Santos,Enterprise SSO,Add-on,39,27.72,1081.08,0,75.0,"Globex LLC",Strategic,Partner,paid
2024-08-21,ORD-105514,LATAM,Chile,T. Andersson,Retab Split,Platform,174,200.44,31388.9,10,46.3,"Soylent Co",Strategic,Partner,paid
2024-03-11,ORD-105515,LATAM,Chile,K. Nakamura,Enterprise SSO,Add-on,201,27.68,4450.94,20,52.4,"Acme Co",Startup,Self-Serve,paid
2024-02-25,ORD-105516,LATAM,Chile,K. Nakamura,Volume Credits,Usage,13,101.2,1184.04,10,62.2,"Soylent SA",Mid-Market,Self-Serve,paid
2024-09-04,ORD-105517,EMEA,Germany,H. Kim,Enterprise SSO,Add-on,163,95.93,14854.76,5,44.3,"Soylent Inc",Strategic,Direct,paid
2024-10-07,ORD-105518,EMEA,Germany,E. Santos,Enterprise SSO,Add-on,31,475.84,14013.49,5,46.9,"Massive Co",Strategic,Self-Serve,refunded
2024-11-19,ORD-105519,EMEA,Germany,L. Rossi,Onboarding,Services,114,2520.3,244217.07,15,60.6,"Hooli GmbH",Startup,Marketplace,paid
2024-11-20,ORD-105520,North America,United States,N. Costa,Enterprise SSO,Add-on,173,2694.84,442896.95,5,68.4,"Globex Co",Startup,Marketplace,refunded
