#,date,authored_at,short_sha,sha,subject,author,parent_count,diff_basis,repo_files_changed,repo_insertions,repo_deletions,repo_loc_changed,repo_areas_changed,pdf_viewer_path_files_changed,pdf_viewer_path_insertions,pdf_viewer_path_deletions,pdf_viewer_path_loc_changed,pdf_related_files_changed,pdf_related_loc_changed,pdf_related_categories,pdf_related_files,pdf_behavior_summary,regression_relevance
71,2026-06-13,2026-06-13T12:19:31+02:00,e3ca480,e3ca480c5f4d6ed27adde0a50df1cdc24c3fd529,update tree,Sacha Ichbiah,1,parent,209,537467,12046,549513,sample: 1 files / 523882 LOC; tests: 41 files / 11025 LOC; components: 54 files / 5369 LOC; tmp: 5 files / 3535 LOC; registry ui: 32 files / 1972 LOC; design: 5 files / 1443 LOC; registry json: 28 files / 1354 LOC; registry.json: 1 files / 359 LOC,4,37,33,70,23,1733,PDF source overlays; benchmark; design notes; docs; page canvas rendering; public types; registry output; scroll state; tests; thumbnail UI; viewer entrypoint,design/extend-hq-sidebar-pdf-viewer-blueprint.md (+484/-0) | design/pdf-thumbnail-sidebar-platonic-blueprint.md (+410/-0) | tests/pdf-viewer-resource.test.ts (+117/-111) | tests/pdf-viewer.test.tsx (+172/-28) | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+110/-54) | tests/pdf-viewer-switching.test.tsx (+35/-15) | registry/new-york-v4/ui/pdf-viewer.tsx (+18/-17) | public/r/pdf-document-resource.json (+30/-0) | public/r/pdf-viewer.json (+13/-13) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+12/-8) | components/document-thumbnail/renderers/pdf-thumbnail.tsx (+8/-10) | tests/pdf-source.test.tsx (+9/-8) | registry/new-york-v4/ui/pdf-viewer-types.ts (+4/-6) | content/docs/viewers/pdf-viewer.mdx (+5/-4) | tests/pdf-viewer-interactions.test.tsx (+3/-3) | registry/new-york-v4/ui/pdf-source.tsx (+2/-3) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+3/-2) | design/pdf-viewer-system-diagram.md (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-2) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+1/-1) | public/r/pdf-source.json (+1/-1) | public/r/pdf-thumbnail-sidebar.json (+1/-1) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+1/-1),Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Updated PDF benchmark harness. Files: app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | design/pdf-viewer-system-diagram.md | public/r/pdf-document-resource.json | public/r/pdf-source.json | public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-source.tsx | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-resource.ts | registry/new-york-v4/ui/pdf-viewer-scroll.ts | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-source.test.tsx | tests/pdf-viewer-interactions.test.tsx | tests/pdf-viewer-resource.test.ts | tests/pdf-viewer-switching.test.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
72,2026-06-13,2026-06-13T13:30:45+02:00,662b208,662b2086a13d9005ec30f8ea85c1b028854fa81b,update viewers,Sacha Ichbiah,1,parent,149,9281,5217,14498,components: 39 files / 4267 LOC; tests: 28 files / 3387 LOC; registry ui: 34 files / 2976 LOC; design: 2 files / 2745 LOC; registry json: 16 files / 462 LOC; registry.json: 1 files / 192 LOC; pnpm-lock.yaml: 1 files / 145 LOC; e2e: 1 files / 133 LOC,2,83,4,87,19,2369,PDF source overlays; public types; registry output; scroll state; tests; thumbnail UI,design/pdf-thumbnail-sidebar-platonic-blueprint.md (+193/-323) | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+85/-276) | tests/pdf-viewer.test.tsx (+263/-32) | registry/new-york-v4/ui/pdf-thumbnail-layout.ts (+259/-0) | registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+150/-0) | e2e/pdf-thumbnail-sidebar.spec.ts (+133/-0) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+127/-0) | registry/new-york-v4/ui/use-pdf-thumbnail-window.ts (+106/-0) | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx (+89/-0) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+76/-3) | public/r/pdf-thumbnails-block.json (+53/-11) | registry/new-york-v4/ui/pdf-thumbnail-item.tsx (+63/-0) | public/r/pdf-thumbnail-sidebar.json (+51/-10) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+14/-8) | registry/new-york-v4/ui/use-pdf-thumbnail-document.ts (+22/-0) | registry/new-york-v4/ui/pdf-source.tsx (+7/-1) | registry/new-york-v4/ui/pdf-viewer-types.ts (+7/-1) | public/r/pdf-viewer.json (+2/-2) | public/r/pdf-source.json (+1/-1),Added async page metric preloading for page sizes. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-source.json | public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-source.tsx | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-layout.ts | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | registry/new-york-v4/ui/pdf-viewer-scroll.ts | registry/new-york-v4/ui/pdf-viewer-types.ts | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
73,2026-06-13,2026-06-13T13:49:04+02:00,4c4a0d4,4c4a0d4a26bec396715597380e8021516ec472e9,update viewers,Sacha Ichbiah,1,parent,59,2015,9019,11034,components: 15 files / 4647 LOC; design: 11 files / 4113 LOC; registry ui: 12 files / 1069 LOC; tests: 8 files / 911 LOC; components ui: 2 files / 179 LOC; registry json: 9 files / 75 LOC; registry.json: 1 files / 21 LOC; docs: 1 files / 19 LOC,0,0,0,0,7,1223,design notes; tests; thumbnail UI,design/extend-hq-sidebar-pdf-viewer-blueprint.md (+0/-484) | design/pdf-thumbnail-sidebar-blueprint.md (+301/-0) | design/pdf-thumbnail-sidebar-platonic-blueprint.md (+0/-280) | registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+80/-24) | tests/pdf-viewer.test.tsx (+50/-0) | public/r/pdf-thumbnail-sidebar.json (+1/-1) | public/r/pdf-thumbnails-block.json (+1/-1),Added async page metric preloading for page sizes. Updated PDF tests. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
74,2026-06-13,2026-06-13T14:16:11+02:00,f876647,f876647e8923d90d603f2b96506c900d12f3f622,update document viewers,Sacha Ichbiah,1,parent,63,6141,2207,8348,registry ui: 25 files / 4367 LOC; design: 3 files / 2666 LOC; tests: 10 files / 710 LOC; registry json: 12 files / 326 LOC; registry.json: 1 files / 129 LOC; docs: 3 files / 75 LOC; components: 3 files / 55 LOC; components ui: 5 files / 18 LOC,0,0,0,0,6,828,registry output; tests; thumbnail UI,registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+197/-140) | tests/pdf-viewer.test.tsx (+250/-1) | design/pdf-thumbnail-page-metrics-blueprint.md (+205/-0) | public/r/pdf-thumbnails-block.json (+10/-4) | public/r/pdf-viewer.json (+9/-2) | public/r/pdf-thumbnail-sidebar.json (+7/-3),Added async page metric preloading for page sizes. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
75,2026-06-13,2026-06-13T17:29:23+02:00,520bbbe,520bbbe8b676089de6c3cc139f4124c2e3be8cf6,update viewers,Sacha Ichbiah,1,parent,96,9380,1727,11107,registry ui: 28 files / 6370 LOC; design: 5 files / 1936 LOC; tests: 19 files / 1367 LOC; components: 15 files / 525 LOC; e2e: 1 files / 244 LOC; docs: 4 files / 242 LOC; view routes: 3 files / 191 LOC; registry json: 15 files / 167 LOC,0,0,0,0,1,2,registry output,public/r/pdf-viewer.json (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-viewer.json,P4 PDF-adjacent only.
76,2026-06-13,2026-06-13T18:48:36+02:00,07d31c6,07d31c6a4d64e7ae65fdde71d6b462f5535b7336,updates,Sacha Ichbiah,1,parent,173,11894,5073,16967,registry ui: 21 files / 5243 LOC; components: 80 files / 4338 LOC; design: 10 files / 3170 LOC; tests: 30 files / 2101 LOC; registry json: 13 files / 875 LOC; registry blocks: 1 files / 411 LOC; registry.json: 1 files / 273 LOC; pnpm-lock.yaml: 1 files / 271 LOC,0,0,0,0,2,12,design notes; thumbnail UI,components/file-thumbnail/renderers/pdf-thumbnail.tsx (+4/-4) | design/pdf-viewer-system-diagram.md (+2/-2),"Touched PDF-related categories: design notes, thumbnail UI. Files: components/file-thumbnail/renderers/pdf-thumbnail.tsx | design/pdf-viewer-system-diagram.md",P4 PDF-adjacent only.
77,2026-06-13,2026-06-13T19:53:09+02:00,ce971b7,ce971b720228b624108d69ab048d0d71b0c7e1d0,update document viewers,Sacha Ichbiah,1,parent,157,16912,3154,20066,design: 16 files / 6790 LOC; registry ui: 33 files / 4319 LOC; components: 55 files / 3852 LOC; tests: 25 files / 3258 LOC; registry blocks: 1 files / 988 LOC; registry json: 13 files / 307 LOC; docs: 6 files / 272 LOC; registry.json: 1 files / 124 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
78,2026-06-13,2026-06-13T19:54:15+02:00,f8cebf7,f8cebf706e786686783090312ab5edc72c52c57e,update viewer registry,Sacha Ichbiah,1,parent,12,89,134,223,registry ui: 5 files / 181 LOC; registry.json: 1 files / 13 LOC; registry json: 3 files / 10 LOC; tests: 1 files / 10 LOC; components: 1 files / 5 LOC; docs: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
79,2026-06-13,2026-06-13T19:58:57+02:00,6e9a515,6e9a5150f71727125d86551b56814b6d43b80720,update viewer components,Sacha Ichbiah,1,parent,29,1774,464,2238,tests: 9 files / 591 LOC; registry.json: 1 files / 545 LOC; design: 1 files / 454 LOC; registry ui: 7 files / 317 LOC; components: 4 files / 217 LOC; e2e: 1 files / 53 LOC; registry json: 4 files / 34 LOC; registry blocks: 1 files / 24 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
80,2026-06-13,2026-06-13T20:01:13+02:00,56a57e4,56a57e4196ffa9a2e5de3b87f771a97172e7ca73,update markdown viewer,Sacha Ichbiah,1,parent,10,547,170,717,registry ui: 3 files / 463 LOC; tests: 3 files / 166 LOC; docs: 2 files / 68 LOC; design: 1 files / 18 LOC; mdx-components.tsx: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
81,2026-06-13,2026-06-13T20:22:18+02:00,c95b982,c95b982d48e6dad2d8401d7d0d5a0dff8899199e,fix blocks payload,Sacha Ichbiah,1,parent,43,5828,782,6610,tests: 9 files / 3164 LOC; design: 3 files / 1667 LOC; registry json: 9 files / 635 LOC; registry ui: 9 files / 527 LOC; components: 4 files / 433 LOC; docs: 3 files / 83 LOC; lib: 1 files / 32 LOC; registry.json: 1 files / 28 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
82,2026-06-13,2026-06-13T20:23:08+02:00,11eda15,11eda1571ddccebf150a0e8b628d7fe2dea4ecf3,update viewer performance,Sacha Ichbiah,1,parent,2,34,1,35,registry ui: 1 files / 33 LOC; next-env.d.ts: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
83,2026-06-13,2026-06-13T20:56:49+02:00,8692e2b,8692e2b6ee30a19224722edd547198e4c32bcbf9,update viewers,Sacha Ichbiah,1,parent,99,7870,3395,11265,registry ui: 34 files / 3259 LOC; registry blocks: 7 files / 2499 LOC; tests: 23 files / 1949 LOC; design: 3 files / 1504 LOC; registry json: 17 files / 862 LOC; registry.json: 1 files / 661 LOC; components: 9 files / 380 LOC; hooks: 1 files / 67 LOC,1,40,34,74,4,110,registry output; tests; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer.tsx (+40/-34) | tests/pdf-viewer.test.tsx (+23/-0) | tests/pdf-viewer-layout-fuzz.test.ts (+8/-3) | public/r/pdf-viewer.json (+1/-1),Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer-layout-fuzz.test.ts | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
84,2026-06-13,2026-06-13T21:06:11+02:00,43464c6,43464c6cdd8f96224e0817792310a9daa0ce5b21,update viewers and schema editor,Sacha Ichbiah,1,parent,31,1841,227,2068,design: 2 files / 859 LOC; tests: 11 files / 628 LOC; registry ui: 10 files / 386 LOC; components: 5 files / 165 LOC; registry json: 2 files / 20 LOC; docs: 1 files / 10 LOC,1,19,1,20,3,84,PDF related; registry output; tests,tests/pdf-viewer-rail.test.tsx (+53/-1) | registry/new-york-v4/ui/pdf-viewer-rail.tsx (+19/-1) | public/r/pdf-viewer.json (+4/-6),Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-rail.tsx | tests/pdf-viewer-rail.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
85,2026-06-13,2026-06-13T21:10:59+02:00,ae53865,ae53865ae51f07dcd155be00386c14c31bc6dc8c,update viewer performance,Sacha Ichbiah,1,parent,10,388,241,629,registry ui: 7 files / 617 LOC; registry json: 3 files / 12 LOC,0,0,0,0,1,6,registry output,public/r/pdf-viewer.json (+4/-2),Regenerated registry JSON output. Files: public/r/pdf-viewer.json,P4 PDF-adjacent only.
86,2026-06-13,2026-06-13T21:33:03+02:00,330f7be,330f7be0a4c19d1197247bd94b667f44c5a30bda,update file system,Sacha Ichbiah,1,parent,13,588,81,669,registry ui: 7 files / 456 LOC; tests: 2 files / 127 LOC; e2e: 1 files / 38 LOC; registry json: 2 files / 38 LOC; registry.json: 1 files / 10 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
87,2026-06-13,2026-06-13T21:34:47+02:00,2b58114,2b58114b26a1fc742eb90136c8eed58e08fd0d10,add viewer sidebar composition,Sacha Ichbiah,1,parent,35,2694,351,3045,design: 2 files / 1057 LOC; registry ui: 11 files / 859 LOC; registry json: 10 files / 706 LOC; tests: 5 files / 245 LOC; docs: 2 files / 82 LOC; registry.json: 1 files / 67 LOC; hooks: 1 files / 14 LOC; view routes: 1 files / 9 LOC,0,0,0,0,4,19,thumbnail UI,registry/new-york-v4/ui/pdf-thumbnail-item.tsx (+4/-2) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+4/-1) | public/r/pdf-thumbnail-sidebar.json (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-2),Touched PDF-related categories: thumbnail UI. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx,P4 PDF-adjacent only.
88,2026-06-13,2026-06-13T21:43:19+02:00,e0a0411,e0a0411c1659b482274d4b0d7d55b3086aab6204,Merge branch 'codex/email-viewer-sidebar' into document-viewers-perf,Sacha Ichbiah,2,first parent of merge,43,2518,446,2964,design: 2 files / 1057 LOC; registry ui: 11 files / 868 LOC; registry blocks: 6 files / 491 LOC; tests: 6 files / 255 LOC; registry json: 11 files / 185 LOC; registry.json: 1 files / 68 LOC; hooks: 1 files / 14 LOC; docs: 2 files / 11 LOC,0,0,0,0,4,19,thumbnail UI,registry/new-york-v4/ui/pdf-thumbnail-item.tsx (+4/-2) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+4/-1) | public/r/pdf-thumbnail-sidebar.json (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-2),Touched PDF-related categories: thumbnail UI. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx,P4 PDF-adjacent only.
89,2026-06-13,2026-06-13T21:46:03+02:00,3136821,31368211ad721719c63cd4335a5bd0d58f170b6b,update file system viewer,Sacha Ichbiah,1,parent,11,681,245,926,registry ui: 7 files / 532 LOC; design: 1 files / 302 LOC; docs: 3 files / 92 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
90,2026-06-13,2026-06-13T22:55:23+02:00,e579c22,e579c22c0a33422904aa10e5ce5a22f23db7e9cf,update viewers,Sacha Ichbiah,1,parent,162,16047,3369,19416,design: 15 files / 7229 LOC; registry ui: 37 files / 4154 LOC; components: 55 files / 3335 LOC; tests: 27 files / 2092 LOC; registry json: 12 files / 884 LOC; registry.json: 1 files / 681 LOC; registry blocks: 2 files / 547 LOC; e2e: 2 files / 244 LOC,0,0,0,0,1,12,PDF source overlays,tests/pdf-source.test.tsx (+3/-9),Touched PDF-related categories: PDF source overlays. Files: tests/pdf-source.test.tsx,P4 PDF-adjacent only.
91,2026-06-13,2026-06-13T23:13:01+02:00,15195b4,15195b4fd5403c39c28f9bee0006d1dcdfb4fb5b,viewer primitives,Sacha Ichbiah,1,parent,11,1287,182,1469,design: 1 files / 675 LOC; registry ui: 4 files / 548 LOC; components: 1 files / 199 LOC; tests: 4 files / 44 LOC; components ui: 1 files / 3 LOC,0,0,0,0,2,33,tests; thumbnail UI,registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+15/-14) | tests/pdf-viewer.test.tsx (+4/-0),Updated PDF tests. Files: registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
92,2026-06-13,2026-06-13T23:16:10+02:00,ff7597e,ff7597edf1744ecf2923db24c0e8e67d9d9fe680,Merge remote-tracking branch 'origin/main' into codex/viewer-primitives-implementation-test,Sacha Ichbiah,2,first parent of merge,161,15384,3511,18895,design: 14 files / 6554 LOC; registry ui: 37 files / 4302 LOC; components: 55 files / 3335 LOC; tests: 27 files / 2098 LOC; registry json: 12 files / 884 LOC; registry.json: 1 files / 681 LOC; registry blocks: 2 files / 547 LOC; e2e: 2 files / 244 LOC,0,0,0,0,1,12,PDF source overlays,tests/pdf-source.test.tsx (+3/-9),Touched PDF-related categories: PDF source overlays. Files: tests/pdf-source.test.tsx,P4 PDF-adjacent only.
93,2026-06-13,2026-06-13T23:18:18+02:00,f9c66cf,f9c66cf75beaf27f8981cb17061b303fa413dfa2,update components,Sacha Ichbiah,1,parent,57,4946,560,5506,design: 6 files / 2332 LOC; registry ui: 8 files / 1660 LOC; tests: 16 files / 761 LOC; components: 19 files / 698 LOC; registry.json: 1 files / 23 LOC; docs: 1 files / 14 LOC; registry json: 4 files / 12 LOC; components ui: 1 files / 3 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
94,2026-06-13,2026-06-13T23:24:53+02:00,4562750,45627502f27e1500c3a1d1d90b0e8d8236674ebc,update components,Sacha Ichbiah,1,parent,33,5936,620,6556,tmp: 2 files / 2707 LOC; registry ui: 6 files / 2463 LOC; components: 12 files / 939 LOC; tests: 8 files / 348 LOC; registry json: 3 files / 68 LOC; e2e: 1 files / 26 LOC; registry.json: 1 files / 5 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
95,2026-06-13,2026-06-13T23:30:28+02:00,1aa22ca,1aa22ca7cdbb4c30c32b35376ac9afd9d55ff9de,update json table and viewer docs,Sacha Ichbiah,1,parent,11,1321,39,1360,tmp: 1 files / 472 LOC; design: 1 files / 436 LOC; components: 5 files / 321 LOC; docs: 2 files / 125 LOC; mdx-components.tsx: 1 files / 4 LOC; tests: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
96,2026-06-13,2026-06-13T23:52:57+02:00,d44fee8,d44fee8970de4d7b1b85462feeadcf607f9ecd98,update document viewers,Sacha Ichbiah,1,parent,83,7589,4868,12457,registry ui: 6 files / 4691 LOC; design: 7 files / 2576 LOC; components: 29 files / 1585 LOC; tmp: 22 files / 1535 LOC; tests: 12 files / 822 LOC; registry json: 3 files / 597 LOC; registry.json: 1 files / 568 LOC; e2e: 1 files / 58 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
97,2026-06-14,2026-06-14T00:25:12+02:00,b8ef022,b8ef02254bc9397c4d9d2cfd4b0f682070739b72,update interaction performance,Sacha Ichbiah,1,parent,40,5256,594,5850,design: 7 files / 2007 LOC; registry ui: 6 files / 1194 LOC; components: 14 files / 1064 LOC; tests: 6 files / 572 LOC; scripts: 1 files / 570 LOC; tmp: 1 files / 350 LOC; registry json: 3 files / 54 LOC; registry.json: 1 files / 22 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
98,2026-06-14,2026-06-14T00:37:52+02:00,55d8bd2,55d8bd2904e923ea267bc2fa4dfcc059dd820269,rework viewer primitives,Sacha Ichbiah,1,parent,100,2577,3438,6015,registry ui: 34 files / 1581 LOC; registry json: 32 files / 1116 LOC; tests: 13 files / 810 LOC; registry.json: 1 files / 670 LOC; design: 1 files / 550 LOC; components ui: 5 files / 520 LOC; registry blocks: 6 files / 437 LOC; components: 5 files / 211 LOC,6,263,194,457,14,1048,PDF related; docs; loading / error states; public types; registry output; tests; thumbnail UI; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer.tsx (+136/-73) | tests/pdf-viewer-rail.test.tsx (+0/-147) | tests/pdf-viewer.test.tsx (+68/-70) | public/r/pdf-viewer.json (+71/-16) | content/docs/viewers/pdf-viewer.mdx (+52/-34) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+83/-0) | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx (+41/-33) | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+40/-25) | registry/new-york-v4/ui/pdf-viewer-rail.tsx (+0/-63) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+26/-34) | registry/new-york-v4/ui/pdf-viewer-states.tsx (+3/-21) | public/r/pdf-thumbnail-sidebar.json (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-2) | registry/new-york-v4/ui/pdf-viewer-types.ts (+0/-4),Added async page metric preloading for page sizes. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-rail.tsx | registry/new-york-v4/ui/pdf-viewer-states.tsx | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer-rail.test.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
99,2026-06-14,2026-06-14T00:41:05+02:00,cad6ba7,cad6ba7409c6d03f2aa46bf8feed896e4f0682fd,Merge branch 'codex/viewer-primitives-implementation-test' into document-viewers-perf,Sacha Ichbiah,2,first parent of merge,102,2004,2506,4510,registry ui: 34 files / 1648 LOC; tests: 14 files / 786 LOC; registry json: 33 files / 575 LOC; components ui: 6 files / 523 LOC; registry blocks: 6 files / 437 LOC; components: 5 files / 290 LOC; registry.json: 1 files / 131 LOC; docs: 3 files / 120 LOC,6,263,194,457,14,1025,PDF related; docs; loading / error states; public types; registry output; tests; thumbnail UI; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer.tsx (+136/-73) | tests/pdf-viewer-rail.test.tsx (+0/-147) | tests/pdf-viewer.test.tsx (+69/-67) | public/r/pdf-viewer.json (+71/-16) | content/docs/viewers/pdf-viewer.mdx (+52/-34) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+83/-0) | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx (+41/-33) | registry/new-york-v4/ui/pdf-viewer-rail.tsx (+0/-63) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+26/-34) | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+30/-14) | registry/new-york-v4/ui/pdf-viewer-states.tsx (+3/-21) | public/r/pdf-thumbnail-sidebar.json (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-2) | registry/new-york-v4/ui/pdf-viewer-types.ts (+0/-4),Added async page metric preloading for page sizes. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-rail.tsx | registry/new-york-v4/ui/pdf-viewer-states.tsx | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer-rail.test.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
100,2026-06-14,2026-06-14T00:54:46+02:00,bc6cb0d,bc6cb0ddc5a14f525e737ad96698f6a5a5897a07,update worktree,Sacha Ichbiah,1,parent,75,5456,1198,6654,design: 7 files / 2574 LOC; registry ui: 10 files / 1337 LOC; components: 32 files / 1316 LOC; tests: 15 files / 867 LOC; scripts: 1 files / 257 LOC; tmp: 1 files / 190 LOC; registry json: 6 files / 65 LOC; app: 1 files / 22 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
101,2026-06-14,2026-06-14T01:00:35+02:00,97f4f8a,97f4f8a9d71758173eb696a174b63d5873efe91b,update worktree,Sacha Ichbiah,1,parent,53,2886,1843,4729,registry blocks: 12 files / 1775 LOC; registry ui: 10 files / 1160 LOC; design: 4 files / 997 LOC; components: 13 files / 323 LOC; tests: 6 files / 217 LOC; registry json: 5 files / 122 LOC; scripts: 1 files / 84 LOC; registry.json: 1 files / 50 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
102,2026-06-14,2026-06-14T01:00:57+02:00,d9fcdc2,d9fcdc28d3239f5ffb3a696663c85ba597d4a6b6,update worktree,Sacha Ichbiah,1,parent,2,51,20,71,registry ui: 1 files / 63 LOC; tests: 1 files / 8 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
103,2026-06-14,2026-06-14T01:01:08+02:00,f1fae7f,f1fae7f01051a1f7529d821f7053d14794013b1b,update registry,Sacha Ichbiah,1,parent,2,8,8,16,registry json: 2 files / 16 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
